,count,mean,std,min,10%,50%,90%,max,brier,type,scale,calibration_type,ATE,Balancing,ATE_error
1,10000.0,0.014374500452929123,0.012766011335210386,1.0407668269429848e-06,0.0002812287366533495,0.011307795516377894,0.033537356683310954,0.05999968941821655,0.22693714119105157,scaled_expit_0.3333333333333333_calibrated,0.3333333333333333,sigmoid_calib,4.873033669851953,0.35482181914751304,0.12696633014804704
1,10000.0,0.06977890963062712,0.049682492763192296,1.3260057534103531e-05,0.010074868237034495,0.06255670140436348,0.14096180574723668,0.25605204839734996,0.2313949237868518,scaled_expit_0.5,0.5,,5.664922191448217,0.37763075068978336,0.6649221914482171
1,10000.0,0.014201871707626695,0.013157784663392874,3.6896798238927886e-06,0.00036716758981640286,0.01062805364267802,0.03421019855584765,0.06141360398081957,0.226949662959962,scaled_expit_0.5_calibrated,0.5,sigmoid_calib,4.878231347563195,0.35485619638728083,0.12176865243680535
1,10000.0,0.03830986919205107,0.027836654135944876,2.787619281352516e-06,0.004946818619418525,0.03386173882135271,0.07849070015573176,0.13355277269307475,0.2277256628618667,scaled_expit_0.75,0.75,,5.22690500949509,0.3659874934892661,0.2269050094950904
1,10000.0,0.01395070417319335,0.013967988279573216,2.074925449790932e-07,0.0003585245122334879,0.009344185080994855,0.03564870387102503,0.0635304171513912,0.22698561156070773,scaled_expit_0.75_calibrated,0.75,sigmoid_calib,4.888418171064705,0.3549653305235054,0.11158182893529478
1,10000.0,0.00991290922800628,0.008872529711563808,1.2129472725663781e-06,0.00149674263880637,0.006749756030407894,0.02354878400922512,0.04162579494755679,0.22698345756714275,scaled_expit_1,1,,4.8174994902633745,0.3519960605697205,0.18250050973662546
1,10000.0,0.013895903424805683,0.014870314854672089,3.3677548882948827e-07,0.00042288537819968334,0.00797006105268519,0.037484183934624715,0.06478264092303598,0.22704890950959697,scaled_expit_1_calibrated,1,sigmoid_calib,4.9005304153061395,0.35516877352224496,0.09946958469386047
1,10000.0,0.01712285444661811,0.00744433614253987,5.634794800757348e-06,0.005841844927705753,0.017835146074111352,0.026089056311801063,0.031655397786097716,0.22840006286749712,scaled_expit_1.25,1.25,,4.3982919524643025,0.33687399603389145,0.6017080475356975
1,10000.0,0.014219798430019049,0.015633689543117106,2.5656384045058545e-07,0.0006926951426070694,0.006908305294136441,0.039497019069394824,0.06470991624985031,0.2271437752282991,scaled_expit_1.25_calibrated,1.25,sigmoid_calib,4.914054573017896,0.35547932529364185,0.08594542698210361
1,10000.0,0.04077794601039227,0.01995827517888277,1.1217090933213214e-05,0.01096939225165918,0.043127989238473774,0.06595034525898226,0.08049579598759737,0.23129995845514567,scaled_expit_1.5,1.5,,3.9244836426264467,0.32157131250710164,1.0755163573735533
1,10000.0,0.014951111475232821,0.016061543170885602,1.9183763197982984e-06,0.0010595470167203747,0.00645511919947972,0.0413360810853552,0.06404662129619987,0.22727006583177586,scaled_expit_1.5_calibrated,1.5,sigmoid_calib,4.9287779934535445,0.3558921103220503,0.0712220065464555
1,10000.0,0.062017250836210736,0.03054674126191529,1.3307476304458277e-05,0.016221265324060836,0.06600239668744451,0.10066127613419587,0.11869506663855175,0.23515248064872307,scaled_expit_1.75,1.75,,3.3369910926005706,0.3067406808993104,1.6630089073994294
1,10000.0,0.015956912280031158,0.016178201050812965,4.45143935923209e-06,0.0016297229022048556,0.006640961082676811,0.04264399531417195,0.06272272189249528,0.2274243051069146,scaled_expit_1.75_calibrated,1.75,sigmoid_calib,4.944538185229903,0.3563905244936285,0.05546181477009693
1,10000.0,0.08105592266971401,0.03928175038926364,1.911592290904096e-05,0.021383577549585298,0.08670884390310296,0.13019524169996807,0.1493599976942286,0.2395673593256696,scaled_expit_2,2,,2.550959020184693,0.2927797344106049,2.449040979815307
1,10000.0,0.016947332382807222,0.016107557846184842,3.854796211788525e-06,0.001963125525630594,0.007745697634698345,0.04363226835587908,0.06067567618805492,0.22760125772735174,scaled_expit_2_calibrated,2,sigmoid_calib,4.9611353934809514,0.35695310179423717,0.03886460651904855
1,10000.0,0.13993065091100113,0.06150013286743086,9.662677584032497e-05,0.04192472527390083,0.15401328013721377,0.20948796458370664,0.22378985637413457,0.258516154693518,scaled_expit_3,3,,-6.5435937990475415,0.24808427485566714,11.543593799047542
1,10000.0,0.019662570959142485,0.015124849582555139,4.994970287941491e-07,0.0027376385153841274,0.01443788226000961,0.043057640139042605,0.051489663079021475,0.22842917804308427,scaled_expit_3_calibrated,3,sigmoid_calib,5.031225538761995,0.3594596836234589,0.031225538761995075
1,10000.0,0.01464773476788387,0.01225659102308897,4.330192406587496e-06,0.0005231140574560201,0.012424778449916657,0.03250645698354565,0.057263076950128354,0.2268547729465567,lr,lr_model,,5.041326060503326,0.35334202824244926,0.04132606050332566
1,10000.0,0.014044210930835212,0.014516404527966584,5.774909777045423e-07,0.0006167200437688259,0.00865020715644299,0.03687879099823926,0.0635002296893179,0.2269524435002565,lr_calibrated,lr_model,sigmoid_calib,5.067382722156812,0.3534297581777299,0.06738272215681196
1,10000.0,0.03626906033238814,0.026588400901552248,3.574404039757839e-05,0.00540889599771488,0.03217265948985498,0.07491572886766573,0.1330449991281344,0.22111135987803623,GBT_cv,GBT_cv_model,,5.134683354093909,0.35006002419612653,0.13468335409390875
1,10000.0,0.014688359155439548,0.014612828810921219,2.6111126196770584e-06,0.00255088211774257,0.007795928994891899,0.03782191736328122,0.06604286294171924,0.22074092132172612,GBT_cv_calibrated,GBT_cv_model,sigmoid_calib,4.905595841600579,0.3368646614716109,0.09440415839942062
1,10000.0,0.05053384091495161,0.038002420525377674,1.4830867429704853e-06,0.00734588902076403,0.04063880920510593,0.10800681708385214,0.17536785872603922,0.2205241401572499,rf_cv,rf_cv_model,,5.362489874380835,0.34888897276876096,0.36248987438083535
1,10000.0,0.014702535989503223,0.01634506194517597,4.277734847901726e-06,0.0015438527314874495,0.005296510702833518,0.04111315554783631,0.07129486128396123,0.21908907344013245,rf_cv_calibrated,rf_cv_model,sigmoid_calib,5.038419382192265,0.3263555211049312,0.038419382192264706
2,10000.0,0.12755164147962242,0.08947382548870225,1.8106849063004304e-05,0.022115093868932314,0.11211095460581083,0.253686512850284,0.5227454709265407,0.24355736079575308,scaled_expit_0.125,0.125,,6.837936522459632,0.3916899517666135,1.837936522459632
2,10000.0,0.01678900986837854,0.010945729672077494,3.5496569703030723e-06,0.004409324763123945,0.014145515839080691,0.03217155726967556,0.059952805073324275,0.22498574521558767,scaled_expit_0.125_calibrated,0.125,sigmoid_calib,5.28175339378648,0.35180499037868684,0.28175339378648
2,10000.0,0.11022148737899379,0.07646278640059669,2.3049819070308786e-05,0.019431662080124323,0.09756787264785574,0.21824803402200146,0.43789201367834824,0.2381290392574103,scaled_expit_0.25,0.25,,6.552394470252925,0.38893580424684576,1.552394470252925
2,10000.0,0.0167071806705137,0.011054353853768979,7.664101900894948e-07,0.004314520543811767,0.013911068919837039,0.032354381070188294,0.06067532544834917,0.22498781469683798,scaled_expit_0.25_calibrated,0.25,sigmoid_calib,5.2832815544394665,0.3518051419218006,0.28328155443946645
2,10000.0,0.09883116098712717,0.06798939587315583,1.1498127741094155e-05,0.017646352227445306,0.08798538939272219,0.19486514830770818,0.3830582005508325,0.2350789794526646,scaled_expit_0.3333333333333333,0.3333333333333333,,6.3779220332176365,0.3864009881743853,1.3779220332176365
2,10000.0,0.01662766242386308,0.011167522855838526,8.207654014769084e-06,0.004251818011461256,0.013676299028142658,0.032556125230998365,0.06136735081953272,0.2249903494949647,scaled_expit_0.3333333333333333_calibrated,0.3333333333333333,sigmoid_calib,5.28481542148559,0.3518072991832327,0.2848154214855896
2,10000.0,0.0765960509323023,0.05175668217879897,2.8027882285619476e-06,0.014067086042089266,0.0687909012388892,0.14953604352423602,0.28136663989549726,0.2303043306105902,scaled_expit_0.5,0.5,,6.059953494383072,0.37982527011550044,1.0599534943830724
2,10000.0,0.01642759800362308,0.011490610428903194,2.3548001483519876e-05,0.004092449245585889,0.013045052988499506,0.033124628110878386,0.06305173384052665,0.22499959208509093,scaled_expit_0.5_calibrated,0.5,sigmoid_calib,5.288958790060176,0.3518234755615794,0.28895879006017644
2,10000.0,0.04502230714272122,0.029740269887729567,2.7920535274894576e-06,0.008822991732789654,0.040687831634127536,0.08709175615079874,0.1546962449833788,0.2261583624899324,scaled_expit_0.75,0.75,,5.639338635415683,0.3669061047221173,0.6393386354156831
2,10000.0,0.016100405408083662,0.01219280508337635,4.8829135458894335e-06,0.0038374627544805035,0.011833347240650605,0.03422175999912986,0.06555759294505471,0.22502942561857303,scaled_expit_0.75_calibrated,0.75,sigmoid_calib,5.297360169249387,0.35190282451787624,0.29736016924938724
2,10000.0,0.016063946056510504,0.011097908315961089,1.419804679381187e-08,0.0039540907020301,0.013891463251302277,0.03205824574457862,0.059126476242422996,0.22498801759725065,scaled_expit_1,1,,5.255497903058471,0.35153275736669126,0.25549790305847075
2,10000.0,0.015859872551469083,0.013070709304414787,1.6695500719865475e-05,0.0033193084695708973,0.010663768163236165,0.03568058520961586,0.06706987778573563,0.22508642345279173,scaled_expit_1_calibrated,1,sigmoid_calib,5.307859759206084,0.35208090835639433,0.3078597592060843
2,10000.0,0.010614886150089634,0.006203157179520043,1.647826259709717e-05,0.003379130150385868,0.009934463089397771,0.01997037285682316,0.030228849777233724,0.2260256808536709,scaled_expit_1.25,1.25,,4.874274773606513,0.33495779909660023,0.12572522639348716
2,10000.0,0.015800479320177814,0.013983583247952486,1.7509139879079427e-06,0.002919908091246871,0.009812575301052784,0.037340024955755224,0.06716594359554938,0.22517577966750277,scaled_expit_1.25_calibrated,1.25,sigmoid_calib,5.32019426180672,0.35237417405096383,0.32019426180672017
2,10000.0,0.03411237727145448,0.018633035804452625,1.7964587156638068e-05,0.007600681307929314,0.035488784034250376,0.05781772984092206,0.08173656060096501,0.22859340916202245,scaled_expit_1.5,1.5,,4.457339078484151,0.31816858768597006,0.5426609215158491
2,10000.0,0.015968914730794478,0.014782359700604975,1.7158804957451146e-06,0.0026622729015030044,0.00952164489770918,0.03892782031469176,0.06602605997121894,0.2252976540442487,scaled_expit_1.5_calibrated,1.5,sigmoid_calib,5.334208294024441,0.3527779862887426,0.33420829402444063
2,10000.0,0.055224732719239555,0.029298120578932177,1.923655918778522e-06,0.012736692926087074,0.05755867905858411,0.09306662665006436,0.1203456086337914,0.2321547783395584,scaled_expit_1.75,1.75,,3.9558960281850206,0.30185545065512465,1.0441039718149794
2,10000.0,0.016372338782907666,0.015359783212972641,3.871004359501384e-06,0.0016986422280651893,0.00986057452001729,0.04026160747931219,0.06407422572353569,0.22544832051927857,scaled_expit_1.75_calibrated,1.75,sigmoid_calib,5.34968500710052,0.35327462368569357,0.3496850071005202
2,10000.0,0.07411352481324078,0.038092117053359735,1.397425970162125e-05,0.017682138721708256,0.07777911804973728,0.12250955384609141,0.14991243624686235,0.23631194069073772,scaled_expit_2,2,,3.3018225527064007,0.2864493467933535,1.6981774472935993
2,10000.0,0.01694053066436485,0.015700322581781535,5.293886005897086e-06,0.00128534604903231,0.010684314527771854,0.04118503877346479,0.06169818715772732,0.22562200798160642,scaled_expit_2_calibrated,2,sigmoid_calib,5.366324869392461,0.35384128155352207,0.3663248693924608
2,10000.0,0.1320519902584942,0.06018541136723479,6.899102606094942e-06,0.03724567462392562,0.14407243869007402,0.20096123685100062,0.2191766362128137,0.2544281434454564,scaled_expit_3,3,,-3.894779594227844,0.2367349223476913,8.894779594227844
2,10000.0,0.019747751307776115,0.015558519913865391,1.666853240156474e-06,0.00213783191610844,0.01618299281007221,0.04165112068702694,0.05261337264152022,0.22642995507425653,scaled_expit_3_calibrated,3,sigmoid_calib,5.438013734256164,0.3564032574651096,0.4380137342561641
2,10000.0,0.01663991813892345,0.010524376384956945,4.483986584813415e-06,0.004355990681184929,0.014431860392036505,0.031448949525432736,0.056422662949080805,0.22492396676035928,lr,lr_model,,5.015784953545831,0.3522815349504194,0.01578495354583076
2,10000.0,0.015707854092675975,0.012752713438545777,4.207126372446357e-06,0.003217393680760239,0.01095297663559125,0.035075913311879196,0.06420730720832793,0.22502851715328925,lr_calibrated,lr_model,sigmoid_calib,5.04929017459418,0.352791930569981,0.04929017459418006
2,10000.0,0.03771193992122035,0.025342791369183427,2.726551866505389e-06,0.007978319259100485,0.03270837220849132,0.07369968076617334,0.13296470017883133,0.21948893692933602,GBT_cv,GBT_cv_model,,5.258991049893585,0.34688829870739,0.25899104989358523
2,10000.0,0.017037716417220496,0.015122983679018754,4.423055677271748e-06,0.001622334610077547,0.011223194264896541,0.039102375673072606,0.0744296953596828,0.21921922940425023,GBT_cv_calibrated,GBT_cv_model,sigmoid_calib,5.015924009528873,0.33501862790713177,0.01592400952887285
2,10000.0,0.0506210689439653,0.03683114808145087,2.552018563584113e-06,0.006297922341024487,0.04609300890456164,0.10633060037635454,0.16261792687167376,0.2185765411098778,rf_cv,rf_cv_model,,5.3644756928993,0.3497010627917087,0.36447569289930026
2,10000.0,0.016737179346778524,0.017102148766346303,5.062569387037641e-07,0.0005433155170980198,0.011379883287150783,0.044446098803081285,0.0679979447105063,0.2173551948280132,rf_cv_calibrated,rf_cv_model,sigmoid_calib,4.933090410902335,0.32723470157941853,0.06690958909766476
3,10000.0,0.13374031884944101,0.0917910135095122,3.5147136226987286e-05,0.02266654055754224,0.12104016235088494,0.26373011157355264,0.484132665956994,0.24335221300003904,scaled_expit_0.125,0.125,,6.511828157531796,0.3975251468876384,1.511828157531796
3,10000.0,0.018948283424810815,0.01097227240760716,9.408526884580048e-06,0.0037206626560837403,0.019414016706467918,0.03283974105826093,0.04452519887654906,0.2233035251048116,scaled_expit_0.125_calibrated,0.125,sigmoid_calib,4.869973338400627,0.36376079753364715,0.1300266615993726
3,10000.0,0.1164472251712343,0.07874809805429078,1.8818587624314098e-05,0.01971639962384389,0.10648870114464976,0.22772201359165323,0.4013954511655258,0.23772445209162685,scaled_expit_0.25,0.25,,6.222970023239562,0.3961480734808711,1.2229700232395624
3,10000.0,0.018819264012936765,0.01103376764598421,4.584370460469778e-06,0.0036519303508174895,0.019129778963308808,0.032951261968042544,0.04534150154717683,0.22329930769672843,scaled_expit_0.25_calibrated,0.25,sigmoid_calib,4.876077188186006,0.36371751851910544,0.12392281181399412
3,10000.0,0.10508874263198612,0.07026678701927529,1.7223967342272495e-05,0.017919003418009886,0.09659796600126852,0.20447854290308112,0.35098922688260653,0.2345438480232395,scaled_expit_0.3333333333333333,0.3333333333333333,,6.044732253000124,0.3944943733939876,1.0447322530001237
3,10000.0,0.018693819926213103,0.01110235495823142,4.6812632908954654e-06,0.0035729031812344993,0.018858411458257146,0.033087566830571916,0.04613833243492575,0.22329549744273486,scaled_expit_0.3333333333333333_calibrated,0.3333333333333333,sigmoid_calib,4.881914439722087,0.363675936946696,0.11808556027791273
3,10000.0,0.08294905101786722,0.05406339179225197,6.695907132514556e-05,0.014158623028911466,0.07758301590712474,0.1585086412774145,0.25894507455119137,0.22951153115570638,scaled_expit_0.5,0.5,,5.714418887746644,0.38957957793643067,0.7144188877466444
3,10000.0,0.018368519364417597,0.01131509382118825,2.7252568708391323e-06,0.003305379349014148,0.018116004085470705,0.03348703495605229,0.04813619549326482,0.2232875419790545,scaled_expit_0.5_calibrated,0.5,sigmoid_calib,4.896386745427786,0.36357386069748937,0.10361325457221415
3,10000.0,0.05167290347610009,0.03223606457387672,5.6280153971632885e-06,0.009133582547469167,0.04932936706151628,0.09622159634562123,0.14431798746344662,0.22498156930129026,scaled_expit_0.75,0.75,,5.258504013684724,0.37887781372766693,0.25850401368472387
3,10000.0,0.01781396196655111,0.011857250054198477,9.319976805866048e-07,0.002803857414623068,0.016706316662107035,0.034410690574432454,0.051427585637680726,0.22328320104714913,scaled_expit_0.75_calibrated,0.75,sigmoid_calib,4.921077336447542,0.36341814752306667,0.0789226635524578
3,10000.0,0.023761415784118525,0.014145352814659002,1.6932923241341769e-07,0.00506196219969085,0.022874774141497023,0.04430122190443669,0.057069849837091985,0.22342735617463413,scaled_expit_1,1,,4.807940676503971,0.3653945233493078,0.1920593234960286
3,10000.0,0.017313700852709266,0.012630599052401596,3.1843866322711634e-06,0.002248408266549834,0.015251459664318234,0.03578190290313633,0.0539784455510776,0.22330103415952862,scaled_expit_1_calibrated,1,sigmoid_calib,4.94587586866346,0.3633232355227348,0.054124131336539705
3,10000.0,0.011425528120992623,0.005140891444070678,1.6221795096083014e-06,0.00357557087327266,0.013153099639849092,0.016883107237715245,0.024836550671866853,0.2240862536264275,scaled_expit_1.25,1.25,,4.307245140519956,0.35041336943360807,0.6927548594800443
3,10000.0,0.016996872712514637,0.013518829168740878,8.904021828737285e-07,0.0017158859672315122,0.01408918017809066,0.037368756851996615,0.05519572063202112,0.22335129788471075,scaled_expit_1.25_calibrated,1.25,sigmoid_calib,4.969775118446061,0.3633351267463961,0.030224881553938765
3,10000.0,0.0295320366504983,0.017280022294170243,3.941448978916906e-06,0.006803389758959721,0.028654873242194873,0.05374048038608909,0.07414100017839509,0.22628945974090112,scaled_expit_1.5,1.5,,3.679894270188546,0.33496449264380085,1.3201057298114538
3,10000.0,0.01693793049303037,0.014345197333713394,3.6097228338638487e-06,0.0015599586181774929,0.013482141743867138,0.03897177239155658,0.055542393363010034,0.22343762668668518,scaled_expit_1.5_calibrated,1.5,sigmoid_calib,4.992906896323432,0.36346941407632966,0.007093103676568013
3,10000.0,0.04991569486583562,0.027528739453383654,8.335867467568203e-06,0.011680423488399445,0.05028256893241102,0.08718209547283191,0.11155568669593863,0.22950929177282164,scaled_expit_1.75,1.75,,2.807832680645119,0.31977989673450335,2.192167319354881
3,10000.0,0.017159524881158048,0.014984304351757433,2.2670667430002567e-06,0.001916667797899585,0.013461557471324187,0.04032200536393248,0.05519346320887697,0.2235580735172552,scaled_expit_1.75_calibrated,1.75,sigmoid_calib,5.015477894567243,0.3637196664629864,0.015477894567243133
3,10000.0,0.06841590810579092,0.03616213455350512,1.0779932594906505e-05,0.016182367880441726,0.07120377359589995,0.11575754020527297,0.14058347697336704,0.23335394193591463,scaled_expit_2,2,,1.4962881638364842,0.30532634836384415,3.503711836163516
3,10000.0,0.017612623252296945,0.01540528697564713,9.551281849873305e-07,0.0022667365065165202,0.01393806490727062,0.04135305898314253,0.05415134553606071,0.22370735492313074,scaled_expit_2_calibrated,2,sigmoid_calib,5.037546639836276,0.3640675498321174,0.03754663983627626
3,10000.0,0.12527746979533222,0.05809465729740475,1.2375759529392738e-05,0.033369898776079945,0.13724321684377963,0.19252373815655466,0.2102459112350531,0.2505304894844777,scaled_expit_3,3,,-20.0329132229812,0.2581712073537014,25.0329132229812
3,10000.0,0.020422808530659465,0.015777705270638598,4.60521020917426e-06,0.0015007946719564737,0.019071157539754913,0.04299939724083277,0.04880448552935068,0.22446514407635287,scaled_expit_3_calibrated,3,sigmoid_calib,5.119447482490033,0.3660013385092212,0.1194474824900329
