,count,mean,std,min,10%,50%,90%,max,brier,type,scale,calibration_type,ATE,ATE_error
0,10000.0,0.13295067811146924,0.08611557157328113,3.979267752796112e-05,0.025960826962428296,0.1241168962231968,0.24924789476321293,0.5528875405038969,0.24343074119967373,scaled_expit_0.125,0.125,,6.36117834629237,1.3611783462923697
0,10000.0,0.019997291347058344,0.008718321863281324,8.18322946072314e-07,0.006475542284006208,0.02191236951784592,0.030245346560634736,0.046002705018756584,0.2241418156986566,scaled_expit_0.125_calibrated,0.125,sigmoid_calib,4.924636607309605,0.07536339269039516
0,10000.0,0.11561318147723584,0.07307969434174277,6.571537252308968e-05,0.02321663548505116,0.10960567838663104,0.21376218798616703,0.4519365248088969,0.23788676309569168,scaled_expit_0.25,0.25,,6.095613270952102,1.0956132709521018
0,10000.0,0.019908538169785786,0.008752699826175136,4.864717503272331e-06,0.006370519485193866,0.021899789626354513,0.03023588688935842,0.04707633972662417,0.22413956636263088,scaled_expit_0.25_calibrated,0.25,sigmoid_calib,4.925256919197772,0.0747430808022278
0,10000.0,0.1042256576472372,0.0646221596204943,2.5546534208054084e-06,0.021444792158081937,0.10001940270032156,0.19065488587804164,0.390916742887074,0.23476556676528013,scaled_expit_0.3333333333333333,0.3333333333333333,,5.934461695215034,0.9344616952150337
0,10000.0,0.01982070093130961,0.00879401042308853,9.406230995989695e-06,0.006309022127903647,0.02185348497858834,0.030235947278830534,0.04811571511983326,0.224137673678356,scaled_expit_0.3333333333333333_calibrated,0.3333333333333333,sigmoid_calib,4.925901478582128,0.07409852141787177
0,10000.0,0.08201495819628465,0.04851452228189047,6.6892658580064435e-06,0.017721200438321927,0.08081317927347945,0.1459221322301717,0.2797388372131876,0.22985895903015024,scaled_expit_0.5,0.5,,5.6433017036999225,0.6433017036999225
0,10000.0,0.01959725975432317,0.008941514271106472,5.832251060100546e-06,0.006112844374821504,0.02192908629135487,0.030293539005298277,0.05071250497618984,0.224134533946888,scaled_expit_0.5_calibrated,0.5,sigmoid_calib,4.927753483782814,0.07224651621718614
0,10000.0,0.05052928967660543,0.026942376593535804,3.449730924476313e-06,0.012331669239492004,0.05296127893338573,0.08398337557677557,0.14618826065759727,0.22552311331467154,scaled_expit_0.75,0.75,,5.264635168359112,0.2646351683591117
0,10000.0,0.01921760634774114,0.009381995502721409,1.200550880608997e-05,0.005640423870920031,0.02152977448624077,0.030652534035244896,0.054865141058323075,0.2241377447121302,scaled_expit_0.75_calibrated,0.75,sigmoid_calib,4.931991219721872,0.06800878027812818
0,10000.0,0.021694720704964438,0.009410027295679337,5.233925825076646e-06,0.006821564286055021,0.024673633544824547,0.03158438362062149,0.04962684682963281,0.22415115915939565,scaled_expit_1,1,,4.928349545363494,0.07165045463650621
